number,survey_id,push_id,crowd_id,crowd_name,record_id,q1_1.过去2年内，您购买过以下哪些产品？_手机贴膜,q1_2.过去2年内，您购买过以下哪些产品？_手机壳,q1_3.过去2年内，您购买过以下哪些产品？_手机充电线/数据线,q1_4.过去2年内，您购买过以下哪些产品？_充电宝/移动电源,q1_5.过去2年内，您购买过以下哪些产品？_无线蓝牙耳机,q1_6.过去2年内，您购买过以下哪些产品？_智能手表/手环,q1_7.过去2年内，您购买过以下哪些产品？_平板电脑,q1_8.过去2年内，您购买过以下哪些产品？_平板电脑保护套/壳,q1_9.过去2年内，您购买过以下哪些产品？_鼠标/机械键盘,q1_10.过去2年内，您购买过以下哪些产品？_贴片面膜,q1_11.过去2年内，您购买过以下哪些产品？_洗面奶/洁面乳,q1_12.过去2年内，您购买过以下哪些产品？_直升机,q1_13.过去2年内，您购买过以下哪些产品？_抽纸/卷纸,q1_14.过去2年内，您购买过以下哪些产品？_洗衣液/洗衣凝珠,q1_15.过去2年内，您购买过以下哪些产品？_T恤/裙子,q1_16.过去2年内，您购买过以下哪些产品？_运动鞋,q1_17.过去2年内，您购买过以下哪些产品？_薯片/膨化食品,q1_18.过去2年内，您购买过以下哪些产品？_奶茶/咖啡,q1_19.过去2年内，您购买过以下哪些产品？_室内绿植/花卉,q1_20.过去2年内，您购买过以下哪些产品？_桌面收纳,q2.您最近一次购买平板保护套大约是在什么时候？,q3.您最近购买的平板保护套单价大约是多少？,q4.您在购买该平板保护套时的决策角色是？,q5.您目前主要使用的平板电脑品牌是？,q6_1.您本人或您的亲友是否在以下行业工作？_市场研究/调研公司,q6_2.您本人或您的亲友是否在以下行业工作？_广告/公关/媒体传播机构,q6_3.您本人或您的亲友是否在以下行业工作？_数码配件生产、销售、运营相关行业,q6_4.您本人或您的亲友是否在以下行业工作？_新闻/报纸/电视台/自媒体,q6_5.您本人或您的亲友是否在以下行业工作？_互联网/IT/软件服务,q6_6.您本人或您的亲友是否在以下行业工作？_医疗/健康/生物制药,q6_7.您本人或您的亲友是否在以下行业工作？_教育/培训/科研,q6_8.您本人或您的亲友是否在以下行业工作？_以上均无,q7_1.过去3个月内，您参加过以下哪些类型的调研活动？_手机/数码配件类,q7_2.过去3个月内，您参加过以下哪些类型的调研活动？_汽车/交通出行类,q7_3.过去3个月内，您参加过以下哪些类型的调研活动？_食品/饮料/餐饮类,q7_4.过去3个月内，您参加过以下哪些类型的调研活动？_美妆/个人护理类,q7_5.过去3个月内，您参加过以下哪些类型的调研活动？_均未参加过,q8.您的最高学历是？,q9_1.您目前使用的平板保护套类型更接近以下哪一种？_单壳（不带盖板）保护套,q9_2.您目前使用的平板保护套类型更接近以下哪一种？_普通翻盖保护套,q9_3.您目前使用的平板保护套类型更接近以下哪一种？_ 磁吸不可拆分保护套,q9_4.您目前使用的平板保护套类型更接近以下哪一种？_旋转可拆分磁吸保护套,q9_5.您目前使用的平板保护套类型更接近以下哪一种？_带笔槽保护套,q9_6.您目前使用的平板保护套类型更接近以下哪一种？_键盘保护套,q9_7.您目前使用的平板保护套类型更接近以下哪一种？_透明/半透明保护壳,q9_8.您目前使用的平板保护套类型更接近以下哪一种？_不确定,q9_9.您目前使用的平板保护套类型更接近以下哪一种？_其他,q9_9_text.您目前使用的平板保护套类型更接近以下哪一种？_其他,q10_1.您购买平板保护套时，通常会关注哪些因素？_防摔防磕/保护性强,q10_2.您购买平板保护套时，通常会关注哪些因素？_支架稳定/角度好用,q10_3.您购买平板保护套时，通常会关注哪些因素？_触控笔收纳和拿取方便,q10_4.您购买平板保护套时，通常会关注哪些因素？_材质手感好,q10_5.您购买平板保护套时，通常会关注哪些因素？_不易沾指纹/不易显脏,q10_6.您购买平板保护套时，通常会关注哪些因素？_外观好看/有设计感,q10_7.您购买平板保护套时，通常会关注哪些因素？_颜色选择丰富,q10_8.您购买平板保护套时，通常会关注哪些因素？_轻薄便携,q10_9.您购买平板保护套时，通常会关注哪些因素？_品牌可信/品质稳定,q10_10.您购买平板保护套时，通常会关注哪些因素？_价格合适/性价比高,q10_11.您购买平板保护套时，通常会关注哪些因素？_耐用不易坏,q10_12.您购买平板保护套时，通常会关注哪些因素？_与平板搭配协调,q10_13.您购买平板保护套时，通常会关注哪些因素？_其他,q10_13_text.您购买平板保护套时，通常会关注哪些因素？_其他,q11_1.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_防摔防磕/保护性强,q11_2.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_支架稳定/角度好用,q11_3.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_触控笔收纳和拿取方便,q11_4.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_材质手感好,q11_5.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_不易沾指纹/不易显脏,q11_6.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_外观好看/有设计感,q11_7.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_颜色选择丰富,q11_8.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_轻薄便携,q11_9.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_品牌可信/品质稳定,q11_10.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_价格合适/性价比高,q11_11.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_耐用不易坏,q11_12.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_与平板搭配协调,q11_13.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_其他,q12.如果购买一款质量、保护性和外观设计都比较好的iPad平板保护套，在不考虑具体品牌和促销活动的情况下，以下哪个价格区间最符合您的日常心理预期？,q13.未来6个月内，您是否有购买或更换平板保护套的计划？,q14.下面是一款市面上常见的【普通款】旋转磁吸拆分平板保护壳，售价为99元。 该产品支持磁吸拆分、横竖屏旋转和日常支撑使用，可满足看剧、学习、办公等平板使用场景。请根据您自己的真实购买判断作答以下题目。,q15_1.如果您近期需要购买平板保护套，看到这款99元旋转磁吸拆分平板保护壳，您的购买意愿是？_ 购买意愿,q16_1.您认为这款99元旋转磁吸拆分平板保护壳对您的吸引力如何？_ 吸引力,q17_1.您觉得这款产品最吸引您的地方是？_可旋转使用,q17_2.您觉得这款产品最吸引您的地方是？_磁吸拆分方便,q17_3.您觉得这款产品最吸引您的地方是？_支撑看剧/学习/办公,q17_4.您觉得这款产品最吸引您的地方是？_价格合适,q17_5.您觉得这款产品最吸引您的地方是？_外观看起来简洁,q17_6.您觉得这款产品最吸引您的地方是？_保护性较好,q17_7.您觉得这款产品最吸引您的地方是？_品牌/品质感较好,q17_8.您觉得这款产品最吸引您的地方是？_没有特别吸引我的地方,q17_9.您觉得这款产品最吸引您的地方是？_其他,q17_9_text.您觉得这款产品最吸引您的地方是？_其他,q18.下面是一款在刚才99元【普通款】旋转磁吸拆分平板壳基础上进一步升级的新款产品。该【升级光面款】在保留磁吸拆分、横竖屏旋转和支撑使用功能的基础上，新增了以下三个升级点： ①四角气囊防护外显，提升防摔防磕的安全感； ②重新设计侧面直取笔槽，触控笔可从侧面直接拿取； ③提供更丰富、更个性化的配色选择。 请您先不考虑具体售价，只根据产品外观、功能和使用感受进行判断。,q19_1.不考虑价格，您对这款升级光面款平板保护套的购买意愿是？_ 购买意愿,q20_1.请评价以下升级点对您的吸引力。_四角气囊防护外显,q20_2.请评价以下升级点对您的吸引力。_侧面直取笔槽,q20_3.请评价以下升级点对您的吸引力。_更丰富、更个性化的配色选择,q21.相比刚才99元的【普通款】旋转磁吸拆分平板保护壳，如果新款增加“四角气囊防护外显、侧面直取笔槽、个性化配色”这三个升级点，您最多愿意多支付多少钱？,q22.如果这款升级光面款 iPad 平板保护套售价为 119.9 元，您的购买意愿是？,q23.如果同一款升级光面款 iPad 平板保护套售价为 129.9 元，您的购买意愿是？,q24.如果同一款升级光面款 iPad 平板保护套售价为 139.9 元，您的购买意愿是？,q25.如果同一款升级光面款 iPad 平板保护套售价为 109.9 元，您的购买意愿是？,q26.如果同一款升级光面款 iPad 平板保护套售价为 99.9 元，您的购买意愿是？,q27_text.您愿意或不愿意为这三个升级点多付钱的主要原因是什么,q28.下面是一款在刚才升级光面款基础上进一步升级的【光栅款】平板保护套。 它保留前面【升级光面款】的四角气囊防护外显、侧面直取笔槽和个性化配色，同时将背板进一步升级为光栅纹理背板，具有微磨砂质感，相比普通光面背板更不易沾指纹。 除背板材质和纹理表现外，其他主要功能与升级光面款基本一致。 请您先不考虑具体售价，只根据产品外观、材质和使用感受进行判断。,q29_1.不考虑价格，您对这款光栅款平板保护套的购买意愿是？_ 购买意愿,q30_1.请评价以下光栅背板特点对您的吸引力。_光栅纹理背板的视觉效果,q30_2.请评价以下光栅背板特点对您的吸引力。_微磨砂质感,q30_3.请评价以下光栅背板特点对您的吸引力。_相比普通光面背板更不易沾指纹,q30_4.请评价以下光栅背板特点对您的吸引力。_整体看起来更特别/更有设计感,q31.基于刚才的升级光面款，如果背板进一步升级为了现在这样“光栅纹理、微磨砂质感、不易沾指纹”，您最多愿意额外多支付多少钱？,q32.如果这款光栅款 iPad 平板保护套售价为 129.9 元，您的购买意愿是？,q33.如果这款光栅款 iPad 平板保护套售价为 139.9 元，您的购买意愿是？,q34.如果这款光栅款 iPad 平板保护套售价为 149.9 元，您的购买意愿是？,q35.如果这款光栅款 iPad 平板保护套售价为 119.9 元，您的购买意愿是？,q36.如果这款光栅款 iPad 平板保护套售价为 109.9 元，您的购买意愿是？,q37_text.您愿意或不愿意为光栅背板多付钱的主要原因是什么？,q38.如果品牌最终只能在以下两款新品中选择一款推出，您更希望购买哪一款？,q39_text.请简单说明您这样选择的主要原因。,q40.您购买数码配件时，是否愿意为外观设计、材质质感或颜色支付更高价格？,q41.您的性别是？,q42.您的年龄是？,q43.您目前的身份/职业是？,城市等级,购买力等级,人生阶段,常用收货省份,常用收货城市
104,286083,726476,1024659,3C数码,88900592,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,4,1,1,,,,,,,,1,,,,,1,4,,,,,,,1,,,,1,,1,1,1,1,1,1,1,1,,1,,,7,,4,1,3,5,9,8,6,10,,2,,4,2,1,1,1,1,1,1,1,1,1,1,,,,1,1,2,2,2,4,1,2,3,,,要保护外壳 在意外摔落能保护平板,1,2,2,1,1,2,3,2,2,3,,,应该能有效防指纹,3,要美观 并且保护性高,2,1,3,6,二线,低,未知,重庆,重庆市
105,286083,726476,1024659,3C数码,88900598,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,4,1,1,,,,,,,,1,,,,,1,4,,,,,,,1,,,,1,1,1,1,1,,,,1,1,,1,,,3,6,8,1,4,,,,2,7,,5,,4,1,1,1,1,1,1,,1,,1,1,,,,1,1,1,2,2,3,2,2,3,,,要有良好的保护  这个很重要,1,1,1,1,1,2,3,2,3,,,,外观符合流行时尚,3,第二款感觉更能防指纹  这点更好,2,1,3,6,二线,低,"已婚,装修期,已有车",重庆,重庆市
106,286083,726476,1024659,3C数码,88900601,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,4,1,1,,,,,,,1,,,,,,1,4,,,1,,,,,,,,1,1,,1,,1,,,,,1,1,,,1,2,,6,,5,,,,,4,3,,4,2,1,1,1,1,1,,,,1,,,,,1,1,1,1,1,3,1,1,2,,,安全性能更好,1,2,3,2,1,1,3,1,2,2,,,不喜欢纹路设计,1,不喜欢光栅设计,2,1,4,2,一线,中等,"已婚,育婴期,已育,装修期,已有房,已有车",上海,上海市
107,286083,726476,1024659,3C数码,88900610,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,,1,1,7,1,1,,,,,,,,1,,,,,1,4,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,2,8,3,6,11,12,10,9,5,4,7,,6,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,2,5,1,1,1,,,多重防护，保护平板安全。笔槽拿取更方便。外观新颖,1,1,2,1,1,1,4,1,1,1,,,手感舒服，不沾指纹，防滑，耐看,2,微磨砂材质手感更舒服，不沾指纹，更防滑,1,1,3,2,一线,偏低,"已婚,已育,已有车,孝敬期",北京,北京市
108,286083,726476,1024659,3C数码,88900617,1,1,1,1,,,1,1,,1,1,,1,1,1,1,1,1,,,1,5,1,1,,,,,,,,1,,,,,1,4,,1,1,1,,,,,,,1,1,1,1,,1,1,,,1,1,1,,,2,4,3,7,,1,9,,,8,5,6,,4,1,1,1,1,1,1,1,1,1,,,,,,1,1,3,1,2,4,2,3,,,,这个图片的颜色太丑了，太亮眼了，不是很喜欢这种纯色亮眼的,1,4,5,3,2,3,1,4,,,4,4,太丑了，真的没审美的升级，丑到不行这个颜色,4,最开始99的还更好看，后面升级的颜色和质感都一塌糊涂，丑死了,1,1,3,2,五线,高,未知,江西省,宜春市
109,286083,726476,1024659,3C数码,88900629,,1,1,1,1,,1,1,,1,1,,1,1,1,1,1,1,,1,1,2,1,1,,,,,,,,1,,,,,1,4,,,,1,,,,,,,1,1,1,1,1,1,,1,1,1,1,1,,,1,3,8,2,5,9,,4,10,6,7,11,,2,1,1,2,2,1,1,1,1,,1,,,,,1,1,1,1,2,6,1,2,2,,,保护性能更好了，用起来方便,1,1,1,1,2,2,6,2,2,4,,,看视频更舒服,2,看视频方便，更好呈现,1,1,5,2,一线,低,"已婚,育婴期",上海,上海市
110,286083,726476,1024659,3C数码,88900630,1,1,,,,,,1,,,1,,1,1,1,1,1,1,1,,1,5,1,1,,,,,,,,1,,,,,1,4,,,,,,1,,,,,1,1,,,,,,,1,,,1,,,1,2,,,,,,,5,,,3,,5,2,1,3,3,1,,,,,,,,,,1,1,3,2,1,6,1,2,3,,,凭啥价格越来越贵，要么就一开始就这价格,1,4,4,3,4,5,1,5,,,5,5,我喜欢光面那个,1,你不觉得那个光栅款好丑咩,2,1,5,4,六线,低,未知,广东省,云浮市
111,286083,726476,1024659,3C数码,88900665,,,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,,,1,3,1,1,,,,,,,,1,,,,,1,4,,,,,1,1,,,,,1,1,1,1,,,,,,,,,,,1,2,3,4,,,,,,,,,,5,1,1,2,2,1,1,,,,1,,,,,1,2,1,1,2,5,2,1,1,,,防护更加科技化，感觉更好用，配色也科技感十足，比较吸引眼球。,1,4,4,4,4,3,1,4,,,4,4,光栅背板没有什么实际的功能，防指纹的需求并不高，不想多花钱在这方面的提升,1,喜欢简洁的设计,2,1,5,4,三线,偏高,"已婚,育婴期,已育,装修期,已有房,已有车",江西省,南昌市
112,286083,726476,1024659,3C数码,88900666,1,,1,1,1,,1,1,1,,1,,1,1,,1,1,1,,,1,2,2,1,,,,,,,,1,,,1,1,,4,,,1,,,,1,,,,1,1,,,,1,,1,,1,,,,,1,2,,,,5,,3,,4,,,,2,1,1,2,3,,1,,,1,1,,,,,1,2,1,4,2,3,4,,,4,3,首先感觉材料是那种像手机的软胶 使用久了会变色发黄  至于说笔 这个我没有需求 平板就是拿来刷刷剧看抖音 给娃玩的 这就是四个气囊我比较倾向的原因 平板已经因为娃的不小心 把内屏摔破了  外观给我一种很厚的感觉 对平板的散热会不会有影响  我现在还有一台iPhone6SP 套了一个有气囊的透明保护套  看抖音右上角会很热 ,1,5,4,2,2,5,1,5,,,5,5,首先 这种蓝色带这种光栅的 给人感觉更像廉价塑料 特别像电动车同车棚上面的那种透光塑料顶棚 还有原来老式酒柜的那种玻璃滑门材质 防指纹比光面的高不少 但是我会选择光面磨砂 不会选择这种光栅的,1,如果二选一的话 我会选光面的 但是如果有光面磨砂款 我会选后者  ,2,2,5,3,二线,低,"已婚,育婴期,装修期,已有房,已有车",湖北省,武汉市
113,286083,726476,1024659,3C数码,88900668,,,1,1,,1,1,1,,1,1,,1,1,1,1,1,1,,1,1,5,1,1,,,,,,,,1,,,,,1,4,,1,1,,1,,,,,,1,1,,1,1,1,,,1,,,1,,,1,4,,5,3,2,,,6,,,7,,6,1,1,2,2,1,1,1,,1,1,,,,,1,1,1,1,1,6,1,1,1,,,防护能力强，外观简单大方，配色清新，是我喜欢的简洁款式。,1,1,1,1,1,1,7,1,1,2,,,背板特别有设计感，我喜欢好看，新鲜的东西，而且防摔，防指纹也做的相当好。,2,相比较来说光栅款设计感更强，防指纹效果也更好。,1,1,3,2,四线,偏低,"准备结婚期,育婴期,已育",湖南省,衡阳市
114,286083,726476,1024659,3C数码,88900676,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,,1,1,1,1,4,1,1,,,,,,,,1,,,,,1,4,,,,,,1,,,,,1,1,,,,,,1,,,1,1,,,2,1,,,,,,3,,,5,4,,5,2,1,3,3,,,1,,,,,,,,1,2,1,3,2,4,2,2,3,,,不需要多功能，能日常保护机子就行,1,4,4,4,3,4,1,4,,,5,5,不喜欢,1,比较好看,1,1,5,2,二线,偏低,"已婚,装修期,已有房,已有车",广东省,东莞市
115,286083,726476,1024659,3C数码,88900692,1,1,1,,1,1,1,1,1,1,1,,,,,1,,,,,1,7,1,1,,,,,,,,1,,,,,1,5,,,,1,,,,,,,1,1,,,1,,,1,1,1,,1,,,2,3,,,7,,,5,1,4,,6,,7,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,4,1,1,1,,,性能更好使用更方便,1,1,1,1,1,1,4,1,1,1,,,看起来更高级,2,微磨砂看起来更高级哦，手感也更好,1,1,5,6,三线,偏低,"已婚,育婴期,已育,已有房,已有车",浙江省,温州市
116,286083,726476,1024659,3C数码,88900729,,1,,,,,,1,,,,,,,,,,,,,1,5,1,1,,,,,,,,1,,,,,1,4,,,1,1,1,,,,,,,,1,1,1,1,,,,,,,,,,,4,2,3,1,,,,,,,,5,2,1,1,2,1,1,1,,,,,,,,1,1,1,1,2,4,1,1,1,,,更方便，在日常使用时也会更喜欢，更有性价比，配色也挺日常的，,1,1,2,1,2,1,6,1,1,2,,,外观上更有质感，更实用，适合平时使用,1,过而不改你更有质感 适合使用 更好保护平板,2,1,3,3,二线,中等,"恋爱期,育婴期,已有车",重庆,重庆市
117,286083,726476,1024659,3C数码,88900779,1,1,1,1,1,,1,1,1,,,,1,1,1,1,,,1,,1,2,1,1,,,,,,,1,,,,,,1,4,,,1,,,,,,,,1,1,,1,1,,,,,,,,,,1,2,,4,3,,,,,,,,,3,2,1,2,2,,1,,1,1,1,,,,,1,1,1,2,1,5,2,1,1,,,愿意多付感觉设计很好安全可靠,1,1,2,2,1,1,5,1,1,2,,,很有设计感,3,希望多功能发展,1,1,3,3,二线,偏低,"已婚,育婴期,已育,已有房,已有车",广东省,东莞市
118,286083,726476,1024659,3C数码,88900786,1,1,,,,1,1,1,,,,,,,,,,1,,,2,5,1,1,,,,,,,,1,,,,,1,5,,,1,,,,,,,,1,,,,1,,,1,,,,,,,1,,,,2,,,3,,,,,,5,1,1,1,1,1,,,,,1,,,,,1,1,1,2,1,3,1,1,1,,,防护好,1,1,1,1,1,1,3,1,1,1,,,防指纹,2,新颖,1,2,3,2,一线,偏低,"已婚,已育,已有车",北京,北京市
119,286083,726476,1024659,3C数码,88900818,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,4,1,1,,,,,,,,1,,,,,1,4,,1,1,,1,1,,,,,1,1,1,1,1,,1,1,1,1,1,1,,,1,9,8,3,4,,10,5,6,7,2,11,,5,1,1,1,1,1,1,1,,1,1,,,,,1,1,1,2,1,5,1,2,2,,,性价比，价格，形状,1,2,2,2,1,2,4,2,2,2,,,新颖,3,轻便，耐用，结实,1,1,4,6,三线,低,"已婚,育婴期,已育,已有房,已有车",河北省,唐山市
120,286083,726476,1024659,3C数码,88900879,1,1,1,,1,,1,1,,,1,,,,1,1,,,,,1,4,1,1,,,,,,,,1,,,,,1,5,,,1,,1,,,,,,1,1,,,1,,,,1,,,,,,1,2,,,4,,,,3,,,,,5,1,1,1,1,1,1,,,,,1,,,,1,2,2,1,2,3,2,1,1,,,配色亮眼 质量质感好,1,1,1,1,1,1,5,1,1,2,,,质感更好,2,物有所值,1,1,4,4,二线,低,未知,山东省,烟台市
121,286083,726476,1024659,3C数码,88900950,1,1,,1,,,1,1,,1,,,,,,1,,,,,1,5,1,1,,,,,,,,1,,,,,1,4,,,1,,,,,,,,,1,1,,,1,,,,,,,,,,1,2,,,3,,,,,,,,4,1,1,1,1,1,,1,1,,,,,,,1,1,1,1,1,4,1,1,1,,,防护好,1,1,1,1,1,2,4,1,1,1,,,防护性好,2,防护性好,1,1,4,2,二线,低,未知,山东省,烟台市
122,286083,726476,1024659,3C数码,88900962,1,1,1,,1,,1,,,1,1,,1,1,1,1,1,1,,,1,2,1,1,,,,,,,,1,,,,,1,3,,,1,,,1,,,,,1,1,,,1,,,1,,1,1,,,,1,4,,,3,,,5,,6,2,,,3,1,1,1,1,1,1,,,,1,,,,,1,1,1,1,2,4,2,2,2,,,是不是真像广告说的防护那么好！真的抗摔吗？,1,1,1,1,1,1,4,1,2,2,,,值不值这个价,2,不易沾指纹！设计有纹理！摸起来很舒服,2,1,4,2,三线,偏低,未知,江苏省,徐州市
123,286083,726476,1024659,3C数码,88900969,,,1,,1,,1,,,,1,,1,,1,1,1,1,1,,2,2,1,1,,,,,,,,1,,,,,1,4,,,1,,,,,,,,1,1,,1,,,,,,,,1,,,1,2,,4,,,,,,,,3,,3,2,1,2,2,,1,1,,1,1,,,,,1,2,2,3,2,3,4,,,2,,笔槽用得不多,1,2,3,3,2,3,2,4,,,3,3,不太喜欢这种款式,1,喜欢简洁点的,2,1,4,2,一线,低,"已婚,育婴期,已育,已有房,已有车",北京,北京市
124,286083,726476,1024659,3C数码,88900978,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,4,1,1,,,,,,,,1,,,,,1,5,,,1,,,,,,,,1,1,,1,1,1,,1,,,,,,,1,5,,4,6,3,,2,,,,,,4,1,1,1,1,1,1,,,1,1,,,,,1,1,1,2,2,5,1,2,3,,,外观好看保护性好,1,1,1,2,1,1,6,1,2,3,,,外观好看质感好,2,感觉更适合自己,2,1,3,2,五线,低,"已婚,育婴期,已有房,已有车",辽宁省,丹东市
125,286083,726476,1024659,3C数码,88901271,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,4,1,1,,,,,,,,1,,,,,1,5,,1,1,,1,,,,,,1,,,1,,1,,,,,,,,,1,,,3,,2,,,,,,,,5,1,1,1,2,,,,,,1,1,,,,1,1,2,2,1,4,1,1,2,,,比较常见 其他品牌已经有推出,1,1,2,2,1,2,3,2,2,2,,,感觉没什么特别的点让我能出这些钱,1,看上去更加高档有品味,1,1,3,4,三线,偏低,准备结婚期,湖南省,株洲市
126,286083,726476,1024659,3C数码,88901327,,,1,1,1,1,,1,,,1,,,1,,,,,,,1,5,1,1,,,,,,,,1,,,,,1,5,,1,1,,,,,,,,1,1,1,,,,,,,1,,,,,1,2,3,,,,,,,4,,,,3,1,1,2,2,1,1,,,1,1,,,,,1,2,1,2,3,3,3,,,2,,颜色有点单调，笔槽便利性很好，防护性看着挺高的,1,2,3,2,1,2,3,4,,,2,,不易沾指纹很有吸引力，其余磨砂看着一般,2,不易沾指纹这点不错，其余都很相似,1,1,3,3,二线,偏低,恋爱期,江苏省,苏州市
127,286083,726476,1024659,3C数码,88901373,1,1,1,1,1,1,1,1,1,,1,,1,1,,1,1,1,,1,1,5,1,1,,,,,,,,1,,,,,1,5,1,,1,,,1,,,,,1,,,,,,,1,1,,1,1,,,3,,,,,,,2,1,,4,5,,5,2,1,2,1,,1,1,,1,1,1,1,,,1,2,1,2,2,4,2,2,3,,,防护和轻便很适合我，多点钱可以,1,3,2,1,1,2,4,3,,,2,,防指纹和质感不错，可以多付一下钱,2,不容易沾指纹和磨砂外观值得多付一点,2,2,3,3,二线,偏低,"已婚,育婴期,已有房",湖北省,武汉市
128,286083,726476,1024659,3C数码,88901434,,,,,1,1,1,1,1,,,,,,,,,,,,1,5,1,1,,,,,,,,1,,,,,1,4,,,,1,,,,,,,1,1,1,1,1,1,1,,1,,,1,,,3,2,9,1,6,7,4,,5,,,8,,5,2,1,1,1,1,1,1,,1,1,,,,,1,1,1,1,1,6,1,2,2,,,升级版保护性能更上，笔槽更便利，外观更美观，使用感更好。,1,1,1,1,1,1,6,1,1,2,,,磨砂背面更防指纹，整体美观度提升。,2,更喜欢磨砂质感的，防指纹，更美观。,1,1,3,4,四线,低,未知,宁夏回族自治区,银川市
129,286083,726476,1024659,3C数码,88901444,,,,,,,1,1,,1,1,,1,1,1,1,1,1,,,1,5,1,1,,,,,,,,1,,,,,1,4,1,1,1,,,,,,,,1,1,,,1,,,,,,1,1,,,1,2,,,4,,,,,,3,5,,6,2,1,2,2,,1,,,,1,,,,,1,2,2,2,2,6,2,2,2,,,防护升级，更加安全，更加便利，配色也更加好看,1,2,2,2,2,2,6,2,2,2,,,比较特别，可以防指纹，更加的耐看,2,触感更加好，不易沾指纹，有质感一些,2,1,3,2,五线,低,未知,四川省,达州市
130,286083,726476,1024659,3C数码,88901449,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,5,1,1,,,,,,,,1,,,,,1,4,,,,1,1,1,,,,,1,1,1,1,1,,1,1,1,,1,1,,,2,3,6,8,5,,10,1,4,,9,7,,5,1,1,1,1,1,,,1,,1,,,,,1,1,1,1,1,4,1,1,1,,,手感好，材质放心。颜色好看,1,1,1,1,1,1,5,1,1,1,,,这个材质手感好，质量也好,2,颜色好看，外观颜值高,1,1,4,3,六线,中等,未知,广东省,梅州市
131,286083,726476,1024659,3C数码,88901464,,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,,1,1,4,1,1,,,,,,,,1,,,,,1,4,,1,1,1,1,,,,,,1,1,,1,1,1,,1,,,1,,,,2,6,,5,4,7,,3,,,1,,,4,2,1,1,2,1,,,,,1,,,,,1,2,1,2,3,3,1,1,1,,,苏笔便利,1,3,4,2,1,2,3,2,2,2,,,不太喜欢这个光栅质感,1,光面更加符合我审美，,2,1,4,2,二线,偏低,"已婚,已育",广东省,东莞市
132,286083,726476,1024659,3C数码,88901475,,1,,,,,,1,,,1,,1,1,1,1,1,1,,,1,5,1,1,,,,,,,,1,,,,,1,4,1,,1,,1,,,,,,1,1,1,1,1,1,,1,,1,1,,,,3,5,6,4,7,9,,1,,8,2,,,5,1,1,2,2,1,1,,1,1,1,,,,,1,1,1,1,1,6,1,1,1,,,对平板的保护性更好，同时使用场景多样日常很方便,1,2,3,2,2,3,6,1,2,2,,,外观不是我喜欢的感觉，虽然质感更好防指纹但是不喜欢,1,升级款更加简约大方，价格也很合适，材质创新设计新颖，对平板保护也更加全面,1,1,3,3,四线,偏低,准备结婚期,河南省,焦作市
133,286083,726476,1024659,3C数码,88901507,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,5,1,1,,,,,,,,1,,,,,1,4,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,11,1,5,8,7,12,6,2,3,9,4,10,,5,1,1,1,2,1,1,1,1,1,1,1,,,,1,1,2,1,2,4,1,2,1,,,非常喜欢非常适合,1,1,2,1,2,1,4,1,2,1,,,非常喜欢非常适合,3,非常喜欢非常适合,1,1,4,2,一线,偏低,未知,上海,上海市
